2046,成为VIP会员，可全面解锁所有课程哦！,"<p>
            为了挽回这段感情，许多人可能尝试过很多方法，但对方依然不为所动，甚至拉黑，这时，你需要反思，自己是否在挽回时犯了哪些不该犯的错误。以下是比较常见的错误：
  
1.解释自己的错或争辩分手的错不在自己（增加矛盾）。</p><p>2.不断表明自己已经改过（过于表现）。</p><p>3.不停地道歉（增加压力）。</p><p>4.跟踪监视对方的行踪。 </p><p>5.联络他/她的朋友或家人（增压、切断交集）。</p><p>6.不断纠缠，打电话发信息给对方（切断交集）。 </p><p>7.一遍一遍强调自己很爱对方（需求感强）。 </p><p>8.悲观，不断往坏处想，害怕感情不能修复（负面情绪）。</p><p>9.作出承诺，让对方相信自己。</p><p>10.说气话，把话说绝了。 </p><p>11.威胁对方回到自己身边，例如以死相逼。 </p><p>12.主动断绝关系。</p><p>13.让对方把东西搬走。 </p><p>14.让对方归还所有信物、礼物。 </p><p>15.去她/他住的地方找她/他。 </p><p>16.向亲人、朋友诉说痛苦。 </p><p>17.听取朋友的意见做出愚蠢的挽回行为。 </p><p>18.在做正确挽回的过程中，一时按耐不住，暴露了挽回的目的导致前功尽弃。</p><p>19.在挽回的冷处理期间，没有很好的提升自己，改善生活状态。</p><p>20.悲观态度。</p><p>以上20条都是挽回过程中常见的错误，其中最致命的就是哀求对方再给你一次机会。这些错误，只会使你的前度离你越来越远。</p><p><br></p><p style=""color:#999;font-size:13px;font-style:italic;"">更新时间：2021-01-31</p>",38,https://www.weiwei567.com/addons/mm_las/images/ktfl/ktlb/kta.png
2045,成为VIP会员，可全面解锁所有课程哦！,"<p>
            分手后一段时间，你们好不容易可以开始约会了，你就开始飘飘然，觉得肯定能挽回Ta了。但是你不知道的是如果约会中表现不好的话，你之前所做的所有努力就会付诸东流了。约会中要注意一些问题，才可以让你的约会成功，增加挽回Ta的机率。</p><p>一、自信地面对Ta      </p><p>你之前已经通过一段时间去改造、提升自己的外形、性格、生活方式了。你要在约会中大方地把这些表现出来，展示你的魅力。不要表现得畏畏缩缩，让Ta觉得你还是以前那怂样，对你的印象回到解放前，这样想挽回Ta基本是不可能了。相反，如果你自信地面对Ta，把自己的魅力散发出来，那Ta往往就会对你的改变感到惊喜，情不自禁地把目光放在你身上，被你吸引。</p><p>二、不能提以前的事情</p><p>约会中要注意绝对不能主动提以前的事情，因为这样做的话会让Ta觉得你对Ta念念不忘，你还是很爱Ta，这样主动权就在Ta手上了，想挽回Ta就很难了。你可以聊分手后的事情，向Ta说一下你的工作、你新交的朋友，你最近在忙些什么有趣的事情等等。让Ta觉得你分手后过得很好，过得比Ta开心幸福，这样Ta很大可能就会合理化跟你分手是个错误的选择，之前在一起的不开心都是因为Ta自己造成的。</p><p>三、不能过度表现需求感</p><p>在约会中你需求感高的话，会让Ta觉得你是随手可得的。而人性本贱，越容易得到的东西，越不会珍惜。所以在约会中一定不能表现出你有多需要Ta，你有多爱Ta，这样只会让Ta继续远离你。二次吸引强调主动权，当一个人的需求感越低的时候，主动权就是在手里握得最紧的时候。所以在整个挽回过程中，需求感是一个很重要的因素。所以你不能表现出离开Ta以后自己过得有多辛苦，有多难受。你只需要向Ta表现出Ta离开你后，你一样过得很开心就可以了。</p><p>四、把握约会高峰</p><p>当Ta跟你约会过程中表现得很开心，很享受的时候，你可以考虑引导Ta去你家坐坐。你可以跟Ta说Ta还有些东西留在你家里，要不要去拿一下。要是Ta答应了，跟Ta发生关系的机会就很大了，而发生关系是确定关系最直接的方法。要是在约会中，Ta表现得一般般，那你可以在约会的高峰期，跟Ta说你有事要先走了，不好意思，下次有机会再约Ta。这样就给Ta留了个悬念，为下一次约会做铺垫。
    
分手后你做了很多努力去挽回Ta，现在终于有机会跟Ta约会了，心里肯定很开心。但是如果你在约会中表现得不好，你之前的努力很有可能就会功亏一篑了。 所以在约会中一定注意以上这些问题。</p><p><br></p><p style=""color:#999;font-size:13px;font-style:italic;"">更新时间：2021-01-31</p>",38,https://www.weiwei567.com/addons/mm_las/images/ktfl/ktlb/ktb.png
2044,成为VIP会员，可全面解锁所有课程哦！,"<p>
            分手之后，很多人就和对方没有密切联系了，担心对方会慢慢地忘记自己，担心对方会爱上别人。但是分手后死缠烂打地联系对方只会增加对方的压力，学会进行情感上的冷冻，学会创造机会让对方主动联系你，这样才能重新吸引对方，掌握主动权。</p><p>降低需求感，减少双方的矛盾</p><p>当你需求感越低的时候，主动权在你手里边就是握得最紧的时候。当你表现出强烈的需求感时，就代表着你的低价值。想要挽回你的爱情，就要学会分散你的注意力，你要有你的生活节奏，例如：去旅行，看书，学烹饪等，冷冻期间，多做些自己喜欢的事情，多尝试新鲜的事物。避免做一些引起对方反感的行为，这会给你们之间造成更多的矛盾点。所以要在冷冻期内不要有过激的行为，减少双方的矛盾点。</p><p>适当地给对方空间，提升自身价值</p><p>正确运用冷冻技巧，学会给对方适当的时间和空间，一直纠缠对方只会给对方增添压力，这会让对方合理化和你分手的决定。所以，不要不断纠缠对方，而是用自己的魅力去重新吸引他。在冷冻期间，提升自身价值，了解对方的需要，让自己的改变成为对方的需要。例如：从外表上做一个焕然一新的改变，改善一下自己的缺点。拓宽自己的朋友圈，陶冶性情，丰富自己的生活。让对方对你产生新鲜感，主动联系你。</p><p>创造机会，重新吸引对方</p><p>在冷冻期内不要主动去联系对方，但是你可以通过朋友圈的展示去吸引对方的注意。如何在朋友圈进行高价值展示呢？让自己的生活有趣起来，多做些自己喜欢的事情，多尝试新鲜的事物。去对方想去但还没有去的餐馆，拍下好看的照片，在朋友圈中展示出来，就会引起对方的兴趣，想要了解你的近况，往往就会主动去和你联系了。</p><p>分手之后要想对方主动联系你，你要学会好好审视自己，完善自己。降低需求感，减少双方的矛盾，提升魅力，通过高价值的朋友圈引起对方的兴趣，对方就会被你重新吸引，让对方主动联系你，挽回的几率也会大大提升了。</p><p><br></p><p style=""color:#999;font-size:13px;font-style:italic;"">更新时间：2021-01-29</p>",38,https://www.weiwei567.com/addons/mm_las/images/ktfl/ktlb/ktd.png
2043,成为VIP会员，可全面解锁所有课程哦！,"<p>
            很多人对分手都会抱有很恐慌的心情，似乎没有了对方，就再也活不下去了，甚至有些人会在分手后以死要挟对方，恳求对方回到自己的身边，有些人又会觉得，分手了，世界末日就要来了，整个世界都要崩塌了。其实，对于这些极端想法的人，都是因为你当初爱得越深，陷得越深，只是在他说完分手后你才发现原来你那么喜欢他。那么，很多人又会说：“分手后还能挽回吗？感觉他都已经对我死心了。”挽回的前提就是你还活着，他还活着，当然，不能牵扯到道德问题。</p><p>分手了想要去挽回对方，你就要从自身身上寻找原因，因为分手的很大一部分原因就在你自己身上。而很多人在分手后往往只会瞎着急，只想着怎么联系对方，怎么求得他的原谅。情感专家指出，这种低价值的行为，不仅不会让对方回到你的身边，反而只会让你自身的价值不断地贬低，更加合理化对方与你分手的这个决定。那么，分手了想要挽回对方，应该怎么做呢？下面听听情感专家的建议。</p><p>一、分析分手的原因</p><p>很多人你们就是因为某一件事情才分手的，只要把那件事情解决了就什么事情都没有了，这种观点绝对要更正。因为这种情况是很少会发生在有感情基础的情侣身上，除非对方根本没有喜欢过你。矛盾都是日积月累才会越来越深，最后导致对方无法再承受下去了，才会提出分手，所以，分析分手的原因必须要从客观的，根本的层面上去分析，而不是表面上，肤浅的原因。</p><p>二、增加彼此之间的共同性</p><p>你们会走到分手这一步，就证明你们之间肯定是缺乏共同性的。共同性对于挽回以及长期关系相处都会有很大的帮助，因为共同性是有利于促进你们感情的，是让彼此在日常生活中都能在某些事情上持有相同的观点，这样对方才会降低对你的反感程度，从而增加对你的好感度。</p><p>三、过高质量的生活
 
分手后更要打起精神去打扮自己，提升自我的价值，别人不会因为离开你而过得落魄无助，而是更加轻松快活，而你要做的就是过得比他更好，让他来质疑与你分手的决定，让他来嫉妒你过的生活。</p><p>分手了想要挽回对方，你就要明白，责任现在是在你自己身上的，如果你一味地怀念过去，纠结在过去当中，那么，你的挽回不会有任何进展，除了要学习正确的挽回方法，你首先还得有正确的挽回心态，这样挽回才能顺利进行下去。</p><p><br></p><p style=""color:#999;font-size:13px;font-style:italic;"">更新时间：2021-01-30</p>",38,https://www.weiwei567.com/addons/mm_las/images/ktfl/ktlb/kte.png
2042,成为VIP会员，可全面解锁所有课程哦！,"<p>
            总结起来，你这种一怒之下的分手多半不会是真正的分手。我们管它叫假性分手。</p><p>技巧是，在对方有回应时主动出击，在对方没有回应时，先提高自己、改变自己，增强自己的实力，等待时机继续进攻。但什么时候该主动进攻，什么时候该等待时机这并没有一定的规则，毕竟人是活的。</p><p>你可以试着被动看看，从对方的视线中消失，去试探对方会不会主动找你。不论是电话或是简讯，都不要再主动。因为你一直在主动，TA认为你一直都在。所以TA感受不到自己其实还是爱你的。</p><p>如果你被动，TA还是不理你的话，那么你有两个选择：</p><p>1、自己身上还有对方无法接受的，所以暂时不再主动，先改掉这些缺点增强自己的实力。</p><p>2、立即回归主动，再试试看。</p><p>你再次主动时，TA有理你、有回应你，那么代表有效果出现。</p><p>假设因为你的消失，他对你主动，那么你又有两种选择：</p><p>1.不理TA 2.开始跟TA有联系，但是故意冷淡他。</p><p>其实方法一直都在循环。主动进攻不行,就先等待时机，等时机成熟了再继续进攻。</p><p>挽回的过程同时也是对自己耐心和毅力的考验，因为挽回往往是从碰钉子开始的。其实刚开始的挽回，没有什么大起色这是很正常现象，因为TA对你的否定心理还没有被淡化。TA不理你是正常的，对你冷淡也是正常的。但情况并没有因此而变得更糟，这其实只是TA还没有反应而已。</p><p>举个例子</p><p>一个星期的时间,你发的关心短信TA都没有回复,这代表什么?</p><p>代表:</p><p>1.TA还是需要时间考虑.</p><p>2.你还没有触碰到TA的感动点.</p><p>3.也许你给TA的压力大了.</p><p>这些原因才是真正值得你去反思的。而不是去想 “TA为什么不理我”，“TA心里到底还有没有我”这些没有意义的问题。想得到对方的回应，需要努力一阵子，并不是一开始的进攻就会有效果，毕竟感情的变化是需要时间的。</p><p>持续做你该做的，这样就好。</p><p>3、审视自身的错误，了解对方的需要</p><p>感情是两个人的，造成分手双方都有一定的责任。但既然选择了挽回，那么就要先审视自己身上的错误。</p><p>《男人来自火星，女人来自金星》这本书里说过：</p><p>男人需要的爱的形式，包括信任、接受、感激、赞美、认可、鼓励；</p><p>女人需要的爱的形式，包括关心、理解、尊重、忠诚、体贴、安慰。</p><p>重新审视你们的感情经历，你是否在相处时尽到了恋人的责任，你身上是否有对方无法接受的缺点....你要重新认识自己，并开始改变自己。外形、性格、为人处事的态度等等，立即开始改变。</p><p>当然，在改变自己的同时，也要去了解对方。回想一下你们的经历，TA什么时候与你在一起最开心，TA在什么时候会抱着你痛哭流涕，你做什么会让TA生你的气，你又做了什么让TA感动的一塌糊涂.....去了解对方的需要，让自己的改变去成为对方的需要。</p><p>4、给TA个人的空间</p><p>挽回中，对方对你的印象只有两种：一种是好的，一种是不好的。</p><p>好的例如:甜蜜的回忆、你对他的好、过去的种种。</p><p>不好的例如:吵架的状况、你的脾气、你的无理取闹。</p><p>当然会成功的，大部份都是对方想你的好多于不好的一面。所以你要努力的让TA去想到你的好，而不是用错的方式跟TA谈判，这样换来的只是争吵。</p><p>想让TA对你产生好的印象，你就必须给他适当的个人空间和时间来冷静。也就是说,你挽回的手段不可以太激烈。</p><p>你越逼TA，TA对你的印象就会越差，也就越无法想到你的好。所以当你们可以保持联络时，记得要拿捏时机，也要评估当下的感觉。如果不错，可以进一步，如果不太好，就要按兵不动。不要忙着更进一步，这样得到的往往将是相反的效果。</p><p>在挽回对方的过程中，你会很想知道对方的行踪，很想知道对方现在在做什么或是和谁在一起，这是可以理解的。</p><p>但是你要知道，你这样的行为是在给对方造成压力，因为谁也不想每天都生活在别人的监视之下。而且在你无法得知对方的行踪时，你会变得惊慌，会很难过。这也是在给你自己增加压力，打乱你挽回TA的步骤。</p><p>其实你大可不必这样刻意的去关注TA。对方可以做去TA自己的事情，这是TA的自由，你没必要被TA的行为举止所影响。</p><p>你心里面一定想说,为何TA现在那么快乐，难道都不会想到我的难过吗?</p><p>你要知道，人都是有感情的，TA也会难过,也会去想，只是TA不想让你知道罢了。所以别把对方的快乐，当作自己的痛苦。这样的想法很傻。</p><p>TA可以跟朋友出去玩，你也可以，而且还要玩的比TA更疯狂、更开心。</p><p>TA可以交朋友，你也可以，而且要证明你的个人魅力并不输给TA.</p><p>TA可以做自己想做的事情，你一样去做，甚至去学习TA的兴趣也是一个不错的选择记住，TA跑去哪里，做哪些事情，是TA的自由。相恋时你都无法限制，更何况是现在？所以你只要管好自己，多做一些对方可以感动的事情。再加上给TA一些需要的时间，不急躁，不给TA压力，这就是最好的挽回方式。</p><p>也许TA目前无法给你你想要的答案，但这只是目前的答案，并不代表将来的答案也是一样。或许:TA现在很快乐，享受目前的自由；TA有专注的事情要努力，暂时忘了你；或许夜深人静的时候，会想到你的好；</p><p>TA受到委屈时，也许就会第一个想到你。</p><p>不必把状况想的那么糟，你可以想成TA暂时想要一个人冷静。这样的状况，才有机会想到你的好。</p><p>不然你在TA需要冷静的时候，一直逼TA给答案，TA怎么会想到你的好呢?你为TA所做的一切挽回的努力，TA看得到，也不会忘记。说不定哪一天，TA就会回报给你。</p><p>5、坦然的面对TA,自然的表现自己</p><p>挽回过程中你问的最多的问题就是 “我该怎么办？”这是因为你害怕再做错事，再走错步。</p><p>你见到TA会紧张，会心跳加速。就算将早已准备好的台词背了几十遍，但面对TA时一样变得语无伦次....</p><p>注意，你已经被这种害怕的心理完全束缚了，这对你的挽回可一点帮助也没有。</p><p>你要尽快摆脱这种心理的束缚，坦然的面对TA,自然的展现自己的改变。</p><p>记住下面几点，无论是你还是TA，压力都会减少许多。</p><p>1.开心的面对彼此。 （你见到TA是开心的。同时也要让TA感觉到你是开心的）</p><p>2.不给对方压力。 （不强迫TA做决定或给你答案。自然的交流，就像彼此刚认识一样）</p><p>3.感情的事不要提。 （不让TA想起你之前的过错。这有利于让TA重新认识你）</p><p>4.付出可以不求回报。（其实你的付出TA是可以感受到的。这是为了不打乱挽回的步骤而进行的自我调节方式）</p><p>5.交流时的话题是轻松愉快的。（快乐是可以传染的，尴尬也是可以传染的。你紧张，TA也一样会觉得尴尬）</p><p>6.不怕碰钉子。 （挽回就是从碰钉子开始的，不要因此失去自信心）</p><p>7.懂得满足，不要心急。 （取得阶段性的进展是好事，但不要因为有了一点进度就想一步登天）</p><p>8.努力过就不后悔。（就算没有得到自己想要的结果，也能坦然的面对。因为你做到了自己对于这段感情无愧于心）</p><p>如果你能掌握这些原则，调整自己的心态，将会对你的挽回很有利。而不是满脑子想这样不对，那样也不对。这不是面对TA的心态，更不是挽回TA的方法。不要把感情问题复杂化，要活用，更要自然。让自己乐观，让对方也感觉到你的乐观；让自己快乐，也让对方快乐。如果能快乐的、自然的面对彼此，我想挽回应该不是一件难事。</p><p><br></p><p style=""color:#999;font-size:13px;font-style:italic;"">更新时间：2021-01-31</p>",38,https://www.weiwei567.com/addons/mm_las/images/ktfl/ktmr.png
2041,成为VIP会员，可全面解锁所有课程哦！,"<p>
            “我们分手吧，做回普通朋友！”倘若对方说出这一句话，你就要注意了。你最应该做的就是遵从对方的意愿，做“普通朋友”，当然了，不是叫你彻底死心，真的做朋友了。</p><p>说做“普通朋友”，其实也只是叫你换一种方式去挽回对方的心而已。因为，对方若真的说出这话的话，对方可能真的厌倦了，他/她可能是想了很久或者因为某些原因确实解决不了而说出来的，此时，若你纠缠不放，或者苦苦哀求的话，结果也不会有用，更多的时候只会徒增对方的厌烦而已。</p><p>那么？该怎样做？五个字“假装坦然放手”！尽量不要去做任何的反驳，反驳的声音越低，就会让对方觉得自己的分手理由难以合理化，继而对你产生更多的愧疚。相反，若你反驳越大的话，就越容易助长对方分手理由的合理化。面对这种情况，该怎么去应对？</p><p>首先，坦然释放！在对方坚决说做“普通朋友”时，那好，你就遵从对方意愿吧！让对方觉得自己对你产生更多的愧疚感，从而为对方接下来的后悔做准备。</p><p>再次，整体提升自己的素质。从此时开始，你就可以并且必须要跟过去让对方不喜欢的自己告别了，在这段冷静期时给自己安排好行程和日程，做些有意义的事情，给自己安排些活动项目，像舞蹈、旅游、欣赏歌剧、品酒等课程，提升自己的内在素养和品味等。</p><p>最后，给自己做好定位。一般你们在分手后，给自己做的一件事就是要做好定位。告诉自己，你虽有很大的挽回知心，但一定要保持普通朋友的关系，不要让对方觉得你仍然对他/她抱有一丝幻想，在减少对方对你的戒心的同时，又保持交集。</p><p>像可以偶尔约对方吃个饭，健个身，或者聊聊电话也可以。当对方会主动电话你或者约你的话，那你就踏入成功挽回对方的一步了。</p><p>因此，当情感出现危机时，千万不要怕对方说出“普通朋友”四个字，因为即使对方说出来了，若你用对方法的话，同样能成功挽回爱情。</p><p><br></p><p style=""color:#999;font-size:13px;font-style:italic;"">更新时间：2021-02-02</p>",38,https://www.weiwei567.com/addons/mm_las/images/ktfl/ktmr.png
