"{""chat"": [{""sex"": ""1"", ""content"": ""把名字告诉我，送你一个礼物""}, {""sex"": ""2"", ""content"": ""送什么礼物？""}, {""sex"": ""1"", ""content"": ""送你一个备注（开场）""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""逛街逛累了""}, {""sex"": ""1"", ""content"": ""赶紧休息一下，我可不想让你难受啊。""}, {""sex"": ""1"", ""content"": ""虽然逛街很累，但你还是觉得很开心，对吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以爆照嘛""}, {""sex"": ""1"", ""content"": "" 你是希望我给你爆照吗？""}, {""sex"": ""1"", ""content"": ""只是照片而已，我还是喜欢你真人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊到爆""}, {""sex"": ""1"", ""content"": ""我们两个的想法在这一刻极有默契地吻合了""}, {""sex"": ""1"", ""content"": ""别爆啊，你爆了我可咋办啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""备注小仙女""}, {""sex"": ""1"", ""content"": ""好嘞，亲爱的小仙女。""}, {""sex"": ""1"", ""content"": ""那你就给我备注大宝贝吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累得很""}, {""sex"": ""1"", ""content"": ""一个人当然会累，男女搭配干活才不累嘛。""}, {""sex"": ""1"", ""content"": ""那需不需要我给你按摩放松一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为啥加我微信""}, {""sex"": ""1"", ""content"": ""都是因为那该死的爱情！""}, {""sex"": ""1"", ""content"": ""你长得这么好看还不让我加微信了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见个面吧""}, {""sex"": ""1"", ""content"": ""好啊，那时间地点你来决定。""}, {""sex"": ""1"", ""content"": ""你终于想见我了，我一直都在等你开口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没见过世面""}, {""sex"": ""1"", ""content"": ""没事，以后我带你见世面。""}, {""sex"": ""1"", ""content"": ""见什么世面啊见我就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个变态""}, {""sex"": ""1"", ""content"": ""你见过哪个变态这么帅气迷人的吗。""}, {""sex"": ""1"", ""content"": ""那也只对你一个变态！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天惹我生气""}, {""sex"": ""1"", ""content"": ""我怕哪天不能惹你生气了，你会把我忘了。""}, {""sex"": ""1"", ""content"": ""因为我知道仙女姐姐，是不会生气的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你问我三个问题""}, {""sex"": ""1"", ""content"": ""你会喜欢我吗？你会喜欢我吗？你会喜欢我吗？""}, {""sex"": ""1"", ""content"": ""三个问题怎么够，我还有很多想问的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想问你个问题""}, {""sex"": ""1"", ""content"": ""问呗，反正我会告诉你的。""}, {""sex"": ""1"", ""content"": ""你有什么想知道的，就来我心里看看吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是个有故事的人""}, {""sex"": ""1"", ""content"": ""那你愿意听我的故事吗。""}, {""sex"": ""1"", ""content"": ""那你有酒吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个""}, {""sex"": ""1"", ""content"": ""我会是你的下一个也是最后一个男朋友""}, {""sex"": ""1"", ""content"": ""真羡慕那个第一次让你喜欢的男生""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可爱不""}, {""sex"": ""1"", ""content"": ""还是你比较可爱。""}, {""sex"": ""1"", ""content"": ""很可爱，你是想送给我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""坏坏的男人""}, {""sex"": ""1"", ""content"": ""你这是在说我这个坏男人吗？""}, {""sex"": ""1"", ""content"": ""男人不坏，女人不爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们交朋友吧""}, {""sex"": ""1"", ""content"": ""朋友只是第一步，我会慢慢进步的。""}, {""sex"": ""1"", ""content"": ""朋友都是情侣的第一步的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有那个意思""}, {""sex"": ""1"", ""content"": ""难道是喜欢我的意思？""}, {""sex"": ""1"", ""content"": ""那是什么意思？我有点不明白。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""九条命""}, {""sex"": ""1"", ""content"": ""就算有九条命，也要把每条命都当成最后一条来珍惜才行。""}, {""sex"": ""1"", ""content"": ""醒醒，你又不是猫，你只有一条命。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你误会了""}, {""sex"": ""1"", ""content"": ""那你解释给我听。""}, {""sex"": ""1"", ""content"": ""误会什么，难道你不是喜欢我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没机会的""}, {""sex"": ""1"", ""content"": ""你没试过怎么知道没机会了""}, {""sex"": ""1"", ""content"": ""我的字典里没有放弃这两个字""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不会的""}, {""sex"": ""1"", ""content"": ""当然啦，我才不会扔下你不管的""}, {""sex"": ""1"", ""content"": ""是啊，你一直占据着我的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等会再睡""}, {""sex"": ""1"", ""content"": ""听话，按时睡觉才是乖宝宝哦""}, {""sex"": ""1"", ""content"": ""早点休息啊，记得睡前别想我想得睡不着了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中了你的毒，你是解药""}, {""sex"": ""1"", ""content"": ""难不成你想吃我这个药吃一辈子？""}, {""sex"": ""1"", ""content"": ""这毒看来是有点厉害啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说谁都会说""}, {""sex"": ""1"", ""content"": ""但是做就不一定会做了。""}, {""sex"": ""1"", ""content"": ""说到做到向来都是我的准则。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯，等着吃饭呢""}, {""sex"": ""1"", ""content"": ""吃货，除了睡觉就是在等吃饭。""}, {""sex"": ""1"", ""content"": ""那可以等我会儿，我马上就来蹭饭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起游泳""}, {""sex"": ""1"", ""content"": ""好啊，正好我不怎么会你可以教教我。""}, {""sex"": ""1"", ""content"": ""那我要好好保护你，小仙女会被好多人偷看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""应该不会吧""}, {""sex"": ""1"", ""content"": ""宁可信其有不可信其无""}, {""sex"": ""1"", ""content"": ""眼见为实耳听为虚""}, {""sex"": ""1"", ""content"": ""需要我面对面对你说我爱你吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去睡觉觉咯！""}, {""sex"": ""1"", ""content"": ""那你睡吧，我会去你梦里找你的。""}, {""sex"": ""1"", ""content"": ""好好睡觉，记得要梦到我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如果你前女友回来找你那你会怎么办""}, {""sex"": ""1"", ""content"": ""不会咋办，毕竟这人我不认识。""}, {""sex"": ""1"", ""content"": ""我会请示你，然后再听你怎么说我怎么做。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""恨自己""}, {""sex"": ""1"", ""content"": ""你首先要爱自己，才会得到别人的爱呀。""}, {""sex"": ""1"", ""content"": ""别这样，你是独一无二的，你也是最棒的，一定要好好爱自己好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会丢""}, {""sex"": ""1"", ""content"": ""我可得把你牵好，你是我的重要物件。""}, {""sex"": ""1"", ""content"": ""你可是我的宝贝，不能随便弄丢了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩别人去""}, {""sex"": ""1"", ""content"": ""我又不喜欢别人，干嘛撩别人啊。""}, {""sex"": ""1"", ""content"": ""我的心和身体控制不住想撩你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会的有点多""}, {""sex"": ""1"", ""content"": ""会的虽然多，但都只会皮毛而已呀""}, {""sex"": ""1"", ""content"": ""技多不压身，多学点东西也挺好的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还挺会说话的""}, {""sex"": ""1"", ""content"": ""那必须的，不然怎么说动你的心啊。""}, {""sex"": ""1"", ""content"": ""那也只对你一个人这么说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你会失望""}, {""sex"": ""1"", ""content"": ""没事，贞子我都不在怕的""}, {""sex"": ""1"", ""content"": ""一定要见，有些事除了见面才能讲的清楚""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要消失了""}, {""sex"": ""1"", ""content"": ""但是你一直在我心里。""}, {""sex"": ""1"", ""content"": ""你要是敢消失，我怎么都会找到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""变了变了""}, {""sex"": ""1"", ""content"": ""变得更帅的是不是！""}, {""sex"": ""1"", ""content"": ""变得更加爱你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这样是会失去我的""}, {""sex"": ""1"", ""content"": ""不会的，我知道你舍不得离开我。""}, {""sex"": ""1"", ""content"": ""我可不会给你离开的机会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会爱上你""}, {""sex"": ""1"", ""content"": ""你注定会为你说的这句话后悔的""}, {""sex"": ""1"", ""content"": ""你不爱我也没关系，毕竟我爱你，只是我一个人的事""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这挺会撩""}, {""sex"": ""1"", ""content"": ""还好还好，一般一般世界第三。""}, {""sex"": ""1"", ""content"": ""撩你一个人就够了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就等着""}, {""sex"": ""1"", ""content"": ""好的，我等着你！""}, {""sex"": ""1"", ""content"": ""等你这个仙女下凡呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想要快乐""}, {""sex"": ""1"", ""content"": ""让我来给你快乐。""}, {""sex"": ""1"", ""content"": ""那我把我的快乐分享给你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""努力的人""}, {""sex"": ""1"", ""content"": ""努力的人会很幸运知道不。""}, {""sex"": ""1"", ""content"": ""好好努力，天天向上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""努力过就好""}, {""sex"": ""1"", ""content"": ""我怕不够努力就会失去很多。""}, {""sex"": ""1"", ""content"": ""但是有些东西真的不是努力就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一样咯""}, {""sex"": ""1"", ""content"": ""这一定是天定的缘分。""}, {""sex"": ""1"", ""content"": ""竟然跟小仙女一样，那我要偷着乐了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能愉快聊天""}, {""sex"": ""1"", ""content"": ""因为愉快都跑到你那边去了。""}, {""sex"": ""1"", ""content"": ""那怎么才算是愉快的聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈哈哈[愉快][愉快][愉快]""}, {""sex"": ""1"", ""content"": ""笑的这么开心，看来是有喜事了。""}, {""sex"": ""1"", ""content"": ""我陪你一起笑如何。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的眼睛好美""}, {""sex"": ""1"", ""content"": ""因为这眼睛里面住了一个你。""}, {""sex"": ""1"", ""content"": ""藏着星辰大海，肯定是美的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我长啥样？""}, {""sex"": ""1"", ""content"": ""难道我不可以知道你长啥样吗？""}, {""sex"": ""1"", ""content"": ""梦里已经见过你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嫁不出去就不嫁""}, {""sex"": ""1"", ""content"": ""傻瓜，我可不会让你孤独终老的。""}, {""sex"": ""1"", ""content"": ""你放心吧，你要是嫁不出去我会勉强娶你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/嘻嘻][/嘻嘻][/嘻嘻][/嘻嘻]""}, {""sex"": ""1"", ""content"": ""你的笑让我心跳莫名加快了。""}, {""sex"": ""1"", ""content"": ""我要沉醉在你的笑里无法自拔了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的头像很萌呀""}, {""sex"": ""1"", ""content"": ""我本人比头像还萌哦。""}, {""sex"": ""1"", ""content"": ""我觉得你更萌。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交朋友可以啊""}, {""sex"": ""1"", ""content"": ""所有关系都是要从朋友开始的，对吧。""}, {""sex"": ""1"", ""content"": ""难道不可以是除了朋友以外的关系吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会喜欢""}, {""sex"": ""1"", ""content"": ""喜欢这种微妙的事，说不定就随时会改变呢。""}, {""sex"": ""1"", ""content"": ""那你喜欢什么呀，我想跟你有同样的兴趣爱好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是真胖""}, {""sex"": ""1"", ""content"": ""这不是胖，是丰满！""}, {""sex"": ""1"", ""content"": ""不胖，你这是刚刚好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开心啊""}, {""sex"": ""1"", ""content"": ""我也挺开心的。""}, {""sex"": ""2"", ""content"": ""你开心？""}, {""sex"": ""1"", ""content"": ""你开心，我就开心啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开心啦""}, {""sex"": ""1"", ""content"": ""你做我女朋友也让我开心开心好不好？""}, {""sex"": ""1"", ""content"": ""倘若你余生的开心都与我有关，那该多好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""牙不行""}, {""sex"": ""1"", ""content"": ""是不是长了好多蛀牙呀？""}, {""sex"": ""1"", ""content"": ""牙不行要趁早看医生哦，牙疼可是很要命的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你猜我信吗""}, {""sex"": ""1"", ""content"": ""你猜我猜不猜呢。""}, {""sex"": ""1"", ""content"": ""为什么不信呢，我这么诚实。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你多大年龄了""}, {""sex"": ""1"", ""content"": ""怎么？害怕我年龄太小还是太大？""}, {""sex"": ""1"", ""content"": ""放心吧，已经到了法定结婚年龄了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么想我""}, {""sex"": ""1"", ""content"": ""你没有想错，我就是这么想你。""}, {""sex"": ""1"", ""content"": ""除了想你我真的没有事情可做了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要不要。""}, {""sex"": ""1"", ""content"": ""女孩子的不要就是要。""}, {""sex"": ""1"", ""content"": ""你这感觉好像我要欺负你一样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥要告诉你呀""}, {""sex"": ""1"", ""content"": ""你不告诉我，我就一直缠着你。""}, {""sex"": ""1"", ""content"": ""因为分享是中华传统美德呀，你要懂得分享。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得你也挺好的""}, {""sex"": ""1"", ""content"": ""我这就是要被发好人卡了？""}, {""sex"": ""1"", ""content"": ""那我都这么好了，你没点想法吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""觉得你人挺好的""}, {""sex"": ""1"", ""content"": ""我这是要被发好人卡了吗。""}, {""sex"": ""1"", ""content"": ""我这么好难道还不够你动心吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没玩手机""}, {""sex"": ""1"", ""content"": ""那你在干嘛呀？""}, {""sex"": ""1"", ""content"": ""现在大家都手机不离手，难得看到你这样不玩手机的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱是什么啊""}, {""sex"": ""1"", ""content"": ""大概就是想把全世界最好的东西给她，做什么事都会为她着想，希望她能够成为最幸福的人吧。""}, {""sex"": ""1"", ""content"": ""爱这种无实体的东西，是很难形容的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""台风我怕""}, {""sex"": ""1"", ""content"": ""别怕别怕，有我在，我会好好保护你的""}, {""sex"": ""1"", ""content"": ""怕就躲到我怀里来，台风就不会把你吹走了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不猜不猜我不猜""}, {""sex"": ""1"", ""content"": ""淘气，故意跟我作对是不是？""}, {""sex"": ""1"", ""content"": ""不猜就不猜嘛，我也不告诉你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""行李""}, {""sex"": ""1"", ""content"": ""你打包好了行李准备搬来跟我住了嘛？""}, {""sex"": ""1"", ""content"": ""行李多吗，你一个人会不会搬不动？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我只看结果""}, {""sex"": ""1"", ""content"": ""数学老师说过程也很重要。""}, {""sex"": ""1"", ""content"": ""结果真的很重要吗，为什么只在乎结果呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没结果的""}, {""sex"": ""1"", ""content"": ""不在乎天长地久，只在乎曾经拥有。""}, {""sex"": ""1"", ""content"": ""尝试过后才会结果，不尝试肯定没结果。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想我的理由""}, {""sex"": ""1"", ""content"": ""想你就是一个念头突然出现的，需要什么理由吗？""}, {""sex"": ""1"", ""content"": ""我就是想想我老婆，不可以吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想起你了""}, {""sex"": ""1"", ""content"": ""幸好没有忘了我，不然我会难过的。""}, {""sex"": ""1"", ""content"": ""你才想起我，我可是一直都在想你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽下班没""}, {""sex"": ""1"", ""content"": ""刚下班呢，你来找我的时间刚刚好""}, {""sex"": ""1"", ""content"": ""嗯嗯，今天又是踩点下班的一天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为我不喜欢""}, {""sex"": ""1"", ""content"": ""你不喜欢我能咋办嘛，我一点办法都没有呀。""}, {""sex"": ""1"", ""content"": ""那需要我做什么才能让你喜欢呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想当富婆""}, {""sex"": ""1"", ""content"": ""想想就好了，别想太多了。""}, {""sex"": ""1"", ""content"": ""我还想被富婆包养呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的酒窝没有酒""}, {""sex"": ""1"", ""content"": ""你却醉得像条狗？""}, {""sex"": ""1"", ""content"": ""我倒是希望我的酒窝能盛酒呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""实在抱歉""}, {""sex"": ""1"", ""content"": ""没关系啦，我知道你有苦衷。""}, {""sex"": ""1"", ""content"": ""要是真的感到抱歉的话就亲我一口作为补偿吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱怨一下""}, {""sex"": ""1"", ""content"": ""抱怨没用，你得抱我。""}, {""sex"": ""1"", ""content"": ""生活就是这样，有许多的不尽如人意，但是我知道你是个小太阳，总能调整好自己的心态，对不对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃早饭了吗？""}, {""sex"": ""1"", ""content"": ""吃过啦，小仙女吃了吗？""}, {""sex"": ""1"", ""content"": ""还没呢，想吃你送的爱心早餐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有点怕怕的""}, {""sex"": ""1"", ""content"": ""怕什么，这不是还有我在吗。""}, {""sex"": ""1"", ""content"": ""不怕不怕，我会保护你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对女朋友圣诞节""}, {""sex"": ""1"", ""content"": ""这个圣诞节不用给我准备礼物了，因为我最想要的圣诞礼物就是你啊，并且已经收到了哦。""}, {""sex"": ""1"", ""content"": ""宝贝，圣诞节快乐！不论是平安夜圣诞节，还是元旦节春节元宵节情人节我都不会再缺席。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我祝我爱的人圣诞快乐""}, {""sex"": ""1"", ""content"": ""祝我喜欢的人圣诞快乐""}, {""sex"": ""1"", ""content"": ""有你的圣诞节，我想应该会很快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找我干啥呢？""}, {""sex"": ""1"", ""content"": ""找你聊天不可以吗？""}, {""sex"": ""1"", ""content"": ""不找你，我还能来找谁啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小孩哭""}, {""sex"": ""1"", ""content"": ""小孩子还是挺可爱的，但哭起来就很麻烦了""}, {""sex"": ""1"", ""content"": ""那你是不是要哄一哄小朋友呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你来接我啊""}, {""sex"": ""1"", ""content"": ""好的，您的专职司机来了。""}, {""sex"": ""1"", ""content"": ""要我八抬大轿来接你嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥要接吻""}, {""sex"": ""1"", ""content"": ""情到深处自然要接吻啦。""}, {""sex"": ""1"", ""content"": ""就是想和你，亲亲抱抱举高高。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道草莓什么样的吗""}, {""sex"": ""1"", ""content"": ""怎么？你想知道吗？""}, {""sex"": ""1"", ""content"": ""我给你找下种草莓的照片哈。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认识我""}, {""sex"": ""1"", ""content"": ""网络一线牵，相遇既是缘""}, {""sex"": ""1"", ""content"": ""不认识，因为每一段美好的感情都是从陌生人开始的。""}, {""sex"": ""1"", ""content"": ""如果你不介意就告诉我你的名字和联系方式。 这样我们不就认识了吗。""}, {""sex"": ""1"", ""content"": ""咱们现在开始认识认识，不就认识了吗""}, {""sex"": ""1"", ""content"": ""我未来女朋友，怎么能不认识呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在？""}, {""sex"": ""1"", ""content"": ""我怕错过了现在就错过了永远。""}, {""sex"": ""1"", ""content"": ""很多机会只有一次，我想要好好把握现在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遥远的她""}, {""sex"": ""1"", ""content"": ""遥远的她，不可以再归家，我在梦里却始终只有她""}, {""sex"": ""1"", ""content"": ""不遥远，你就在我心里""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人发呆""}, {""sex"": ""1"", ""content"": ""发呆的时候你不觉得自己挺可爱的吗？""}, {""sex"": ""1"", ""content"": ""有时候发呆其实也蛮不错的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上早""}, {""sex"": ""1"", ""content"": ""说好的给我带早餐呢""}, {""sex"": ""1"", ""content"": ""我是你第一个说早安的人吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没空啊""}, {""sex"": ""1"", ""content"": ""长得越好看的女生越忙是吗？""}, {""sex"": ""1"", ""content"": ""我有空啊，要不要分你一点？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁没有故事""}, {""sex"": ""1"", ""content"": ""那我倒是想听一听你的故事。""}, {""sex"": ""1"", ""content"": ""酒已备好，请开始讲你的故事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""技术""}, {""sex"": ""1"", ""content"": ""不用怀疑我的技术，必须是一流的""}, {""sex"": ""1"", ""content"": ""我靠脸吃饭就可以了，还需要技术吗？""}], ""lock"": 1}"
